qid	original_query	query_variant_1	query_variant_2	query_variant_3	query_variant_4	query_variant_5	query_variant_6	query_variant_7	query_variant_8	query_variant_9	query_variant_10	query_variant_11	query_variant_12	query_variant_13	query_variant_14	query_variant_15	query_variant_16	query_variant_17	query_variant_18	query_variant_19	query_variant_20
640502	what does it mean if your tsh is low	 what does it mean if your tsh level is low 	what does it imply if your thyroid stimulating hormone is low 	what s the significance of a low tsh reading 	what does a low tsh indicate 	what s the meaning of a low tsh result 	what does it signify if your tsh is below normal 	what s the implication of a low tsh level 	what does a low tsh reading signify 	what s the interpretation of a low tsh value 	what s the meaning of a low tsh test result 	what does it mean if your tsh is under normal range 	what s the significance of an abnormally low tsh level 	what s the implication of a tsh below normal range 	what does it mean if your tsh is below the normal range 	what s the meaning of a tsh that s low 	what does it signify if your thyroid stimulating hormone is below normal 	what s the interpretation of a tsh that s low 	what s the meaning of a low tsh reading 	what does it mean if your tsh is below the normal limit 	what s the significance of a low tsh reading 
67316	can fever cause miscarriage early pregnancy	 can fever induce spontaneous abortion in early gestation 	does fever trigger miscarriage during early pregnancy 	can a high temperature lead to miscarriage in the early stages of pregnancy 	is fever a risk factor for miscarriage in early pregnancy 	can a fever increase the likelihood of miscarriage in early pregnancy 	can a fever cause a spontaneous abortion in early pregnancy 	can a fever trigger a miscarriage in early pregnancy 	is fever a common cause of miscarriage in early pregnancy 	can fever lead to a miscarriage in early pregnancy 	can fever cause a miscarriage in the first trimester 	can fever induce a miscarriage in early pregnancy 	does fever contribute to miscarriage in early pregnancy 	can fever be a cause of miscarriage in early pregnancy 	can fever cause a miscarriage in early gestation 	can fever trigger a miscarriage in early pregnancy 	is fever a risk factor for miscarriage in early pregnancy 	can fever cause a miscarriage in the early stages of pregnancy 	can fever lead to a miscarriage in the early stages of pregnancy 	can fever cause a miscarriage in early pregnancy 	can fever cause a miscarriage in the first few weeks of pregnancy 
673670	what is a alm	 what is an almond 	what s an almond 	define  alm 	what s the meaning of  alm 	what does  alm  stand for 	what s the definition of  alm  	what is meant by  alm 	what does  alm  signify 	what is the significance of  alm 	what s the essence of  alm 	what is the purpose of  alm 	what is the function of  alm 	what s the role of  alm 	what is the position of  alm 	what is the function of  alm  in linguistics	what does  alm  represent 	what s the symbol of  alm 	what is the representation of  alm 	what is the essence of  alm  in linguistics	what s the meaning of  alm  in different cultures 
701453	what is a statutory deed	 what is a deed that is binding by law 	what is a document that carries statutory authority 	can you define a deed that is governed by statute 	what is the meaning of a deed that is legally enforceable 	is there a document that has statutory force 	what is a deed that has the weight of law 	can you explain a document that is backed by statute 	what is the nature of a deed that is legally binding 	is there a deed that is enforceable under law 	what is the essence of a deed that is statutory 	can you describe a document that is governed by a statute 	what is the significance of a deed that is legally enforceable 	is there a document that has the force of law 	what is a deed that is sanctioned by statute 	can you define a deed that is binding under law 	what is the import of a deed that is statutory 	is there a deed that is enforceable in a court of law 	what is the gist of a deed that is governed by a statute 	can you explain a document that is backed by the law 	what is the crux of a deed that is legally binding 
730539	what is chronometer who invented it	 what is a chronometer 	who created the chronometer 	what is the chronometer s origin 	who invented the timekeeper 	what is the story behind the chronometer 	who designed the chronometer 	what is the history of the chronometer 	who is the chronometer s creator 	what is the development of the chronometer 	who crafted the chronometer 	what is the evolution of the chronometer 	who built the chronometer 	what is the history of the timekeeper 	who made the chronometer 	what is the origin of the chronometer 	who is responsible for the chronometer 	what is the story of the chronometer 	who engineered the chronometer 	what is the development of the timekeeper 	who fashioned the chronometer  
768208	what is mamey	 what is mamey 	can you tell me about mamey 	what s the definition of mamey 	mamey  what is it 	"define mamey, please"	what is the meaning of mamey 	what s the story behind mamey 	explain mamey to me	what does mamey stand for 	tell me about the origins of mamey	what is the essence of mamey 	what s the significance of mamey 	can you give me a brief overview of mamey 	what s the gist of mamey 	describe mamey in simple terms	what s the scoop on mamey 	what s the lowdown on mamey 	what s the takeaway from mamey 	can you summarize mamey for me 	what s the main idea behind mamey 
877809	what metal are hip replacements made of	 what metal are hip replacements constructed from 	what kind of metal are hip replacements manufactured with 	what type of metal are hip replacements made of 	what is the metal material used in hip replacements 	what metal alloy are hip replacements comprised of 	what type of metal is used for hip replacements 	what metal is used to create hip replacements 	what is the primary metal used in hip replacements 	what metal are hip replacements fashioned from 	"what material are hip replacements made of, specifically "	what kind of metal is used to make hip replacements 	what metal is typically used for hip replacements 	what metal is used to fabricate hip replacements 	what metal is used in the construction of hip replacements 	what metal is used to manufacture hip replacements 	what metal are hip replacements crafted from 	what metal is used to build hip replacements 	what metal is used to produce hip replacements 	what metal is used in the production of hip replacements 	what metal is used to assemble hip replacements 
911232	what type of conflict does della face in o henry the gift of the magi	 what kind of strife does della experience in o  henry s the gift of the magi 	"in o  henry s the gift of the magi, what sort of disagreement does della encounter "	what manner of discord does della face in o  henry s the gift of the magi 	"in o  henry s the gift of the magi, what type of dispute does della engage in "	what nature of conflict does della have in o  henry s the gift of the magi 	what species of contention does della experience in o  henry s the gift of the magi 	what species of strife does della face in o  henry s the gift of the magi 	what sort of contradiction does della encounter in o  henry s the gift of the magi 	what kind of confrontation does della have in o  henry s the gift of the magi 	"in o  henry s the gift of the magi, what sort of clash does della experience "	what type of altercation does della face in o  henry s the gift of the magi 	what nature of contention does della have in o  henry s the gift of the magi 	what sort of struggle does della encounter in o  henry s the gift of the magi 	what type of disagreement does della experience in o  henry s the gift of the magi 	what manner of struggle does della face in o  henry s the gift of the magi 	"in o  henry s the gift of the magi, what sort of conflict does della engage in "	what kind of dispute does della have in o  henry s the gift of the magi 	what type of contradiction does della encounter in o  henry s the gift of the magi 	what sort of conflict does della experience in o  henry s the gift of the magi 	what species of contention does della have in o  henry s the gift of the magi 
914916	what type of tissue are bronchioles	 what type of lung tissue are bronchioles 	what kind of pulmonary tissue are bronchioles 	what sort of respiratory tissue are bronchioles 	what type of airway tissue are bronchioles 	what kind of alveolar tissue are bronchioles 	what type of conducting tissue are bronchioles 	what sort of bronchial tissue are bronchioles 	what type of terminal bronchioles are bronchioles 	what kind of respiratory bronchioles are bronchioles 	what type of pulmonary bronchioles are bronchioles 	what kind of air sacs are bronchioles 	what type of breathing tubes are bronchioles 	what kind of respiratory passages are bronchioles 	what type of lung passages are bronchioles 	what kind of respiratory tract are bronchioles 	what type of airway passages are bronchioles 	what kind of alveoli are bronchioles 	what type of lung sacs are bronchioles 	what kind of airway sacs are bronchioles 	what type of lung tubes are bronchioles 
938400	when did family feud come out	 when did family feud first premiere 	when was family feud first broadcast 	when did family feud debut 	when did the popular game show family feud originate 	when did family feud start 	at what time did family feud launch 	when did the iconic game show family feud first air 	what year did family feud come out 	when did the popular tv game show family feud begin 	when did family feud initially air 	when did the classic game show family feud debut 	when did family feud s first episode air 	when did the long running game show family feud premiere 	when did family feud initially premiere 	what date did family feud first appear 	when did the popular family game show family feud start 	when did family feud s first broadcast take place 	when did the beloved game show family feud first air 	when did family feud make its debut 	when did the popular tv show family feud begin 
940547	when did rock n roll begin	 when did the genre of rock  n  roll music originate 	at what point in time did rock  n  roll emerge 	when was the birth of rock  n  roll 	when did the first rock  n  roll songs appear 	what year did rock  n  roll music begin 	when did the rock  n  roll era start 	when was the rise of rock  n  roll 	when did rock  n  roll music come into existence 	when did the rock  n  roll scene begin 	when did the first rock  n  roll bands form 	when did the rock  n  roll revolution start 	when was the rock  n  roll movement born 	when did rock  n  roll music gain popularity 	when did the rock  n  roll sound emerge 	when did the rock  n  roll era begin 	when was the rock  n  roll phenomenon started 	when did rock  n  roll become a mainstream music genre 	when did the rock  n  roll era start to take shape 	when did the rock  n  roll music scene evolve 	when did the rock  n  roll revolution take place 
997622	where is the show shameless filmed	 where is the tv series shameless filmed 	in which location is shameless shot 	where does the production of shameless take place 	where is the filming location of shameless located 	what is the filming location of shameless 	where is shameless set 	where do they film shameless 	where is the setting of shameless 	what is the location of shameless filming 	where do they shoot shameless 	where is the production of shameless based 	in which city is shameless filmed 	where is the filming site of shameless 	what is the filming location of shameless 	where is shameless produced 	where is the filming location of shameless located 	where does shameless take place 	where is the setting of shameless located 	what is the filming location of shameless 	where is shameless shot 
